date,time,home,away,competition,title,url
2024-01-15,14:00,حرس الحدود,النجوم | يلاكورة,egyptian second division,مباراة حرس الحدود و النجوم | يلاكورة,https://www.yallakora.com/egyptian-second-division/2862/match/92865/%d8%ad%d8%b1%d8%b3-%d8%a7%d9%84%d8%ad%d8%af%d9%88%d8%af-%d8%a7%d9%84%d9%86%d8%ac%d9%88%d9%85-%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d9%82%d8%b3%d9%85-%d8%a7%d9%84%d8%ab%d8%a7%d9%86%d9%8a-%d8%a3
2024-01-15,14:00,غزل المحلة,بتروجيت | يلاكورة,egyptian second division,مباراة غزل المحلة و بتروجيت | يلاكورة,https://www.yallakora.com/egyptian-second-division/2862/match/92866/%d8%ba%d8%b2%d9%84-%d8%a7%d9%84%d9%85%d8%ad%d9%84%d8%a9-%d8%a8%d8%aa%d8%b1%d9%88%d8%ac%d9%8a%d8%aa-%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d9%82%d8%b3%d9%85-%d8%a7%d9%84%d8%ab%d8%a7%d9%86%d9%8a-%d8%a3
2024-01-15,14:00,لافيينا أف سي,راية الرياضي | يلاكورة,egyptian second division,مباراة لافيينا أف سي و راية الرياضي | يلاكورة,https://www.yallakora.com/egyptian-second-division/2862/match/92872/%d9%84%d8%a7%d9%81%d9%8a%d9%8a%d9%86%d8%a7-%d8%a3%d9%81-%d8%b3%d9%8a-%d8%b1%d8%a7%d9%8a%d8%a9-%d8%a7%d9%84%d8%b1%d9%8a%d8%a7%d8%b6%d9%8a-%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d9%82%d8%b3%d9%85-%d8%a7%d9%84%d8%ab%d8%a7%d9%86%d9%8a-%d8%a3
2024-01-15,14:00,مكادي,النصر للتعدين | يلاكورة,egyptian second division,مباراة مكادي و النصر للتعدين | يلاكورة,https://www.yallakora.com/egyptian-second-division/2862/match/92868/%d9%85%d9%83%d8%a7%d8%af%d9%8a-%d8%a7%d9%84%d9%86%d8%b5%d8%b1-%d9%84%d9%84%d8%aa%d8%b9%d8%af%d9%8a%d9%86-%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d9%82%d8%b3%d9%85-%d8%a7%d9%84%d8%ab%d8%a7%d9%86%d9%8a-%d8%a3
2024-01-16,14:00,مصر المقاصة,أبو قير للاسمدة | يلاكورة,egyptian second division,مباراة مصر المقاصة و أبو قير للاسمدة | يلاكورة,https://www.yallakora.com/egyptian-second-division/2862/match/92873/%d9%85%d8%b5%d8%b1-%d8%a7%d9%84%d9%85%d9%82%d8%a7%d8%b5%d8%a9-%d8%a3%d8%a8%d9%88-%d9%82%d9%8a%d8%b1-%d9%84%d9%84%d8%a7%d8%b3%d9%85%d8%af%d8%a9-%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d9%82%d8%b3%d9%85-%d8%a7%d9%84%d8%ab%d8%a7%d9%86%d9%8a-%d8%a3
2024-01-20,15:10,الاتفـــــاق,ام صلال | يلاكورة,friendly matches club,مباراة الاتفـــــاق و ام صلال | يلاكورة,https://www.yallakora.com/friendly-matches-club/2541/match/92742/%d8%a7%d9%84%d8%a7%d8%aa%d9%81%d9%80%d9%80%d9%80%d9%80%d9%80%d8%a7%d9%82-%d8%a7%d9%85-%d8%b5%d9%84%d8%a7%d9%84-%d9%85%d8%a8%d8%a7%d8%b1%d9%8a%d8%a7%d8%aa-%d9%88%d8%af%d9%8a%d8%a9-%d8%a3%d9%86%d8%af%d9%8a%d8%a9
2024-01-20,17:30,مصر,العراق | يلاكورة,friendly matches nations,مباراة مصر و العراق | يلاكورة,https://www.yallakora.com/friendly-matches-nations/2438/match/93105/%d9%85%d8%b5%d8%b1-%d8%a7%d9%84%d8%b9%d8%b1%d8%a7%d9%82-%d9%85%d8%a8%d8%a7%d8%b1%d9%8a%d8%a7%d8%aa-%d9%88%d8%af%d9%8a%d8%a9-%d9%85%d9%86%d8%aa%d8%ae%d8%a8%d8%a7%d8%aa
2024-01-20,18:45,الوحـــدة,الزمالك | يلاكورة,friendly matches club,مباراة الوحـــدة و الزمالك | يلاكورة,https://www.yallakora.com/friendly-matches-club/2541/match/92743/%d8%a7%d9%84%d9%88%d8%ad%d9%80%d9%80%d9%80%d8%af%d8%a9--%d8%a7%d9%84%d8%b2%d9%85%d8%a7%d9%84%d9%83-%d9%85%d8%a8%d8%a7%d8%b1%d9%8a%d8%a7%d8%aa-%d9%88%d8%af%d9%8a%d8%a9-%d8%a3%d9%86%d8%af%d9%8a%d8%a9
2024-01-22,14:30,أبو قير للاسمدة,جمهورية شبين | يلاكورة,egyptian second division,مباراة أبو قير للاسمدة و جمهورية شبين | يلاكورة,https://www.yallakora.com/egyptian-second-division/2862/match/93140/%d8%a3%d8%a8%d9%88-%d9%82%d9%8a%d8%b1-%d9%84%d9%84%d8%a7%d8%b3%d9%85%d8%af%d8%a9-%d8%ac%d9%85%d9%87%d9%88%d8%b1%d9%8a%d8%a9-%d8%b4%d8%a8%d9%8a%d9%86-%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d9%82%d8%b3%d9%85-%d8%a7%d9%84%d8%ab%d8%a7%d9%86%d9%8a-%d8%a3
2024-01-22,14:30,السكة الحديد مودرن,القناة | يلاكورة,egyptian second division,مباراة السكة الحديد مودرن و القناة | يلاكورة,https://www.yallakora.com/egyptian-second-division/2862/match/93136/%d8%a7%d9%84%d8%b3%d9%83%d8%a9-%d8%a7%d9%84%d8%ad%d8%af%d9%8a%d8%af-%d9%85%d9%88%d8%af%d8%b1%d9%86-%d8%a7%d9%84%d9%82%d9%86%d8%a7%d8%a9-%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d9%82%d8%b3%d9%85-%d8%a7%d9%84%d8%ab%d8%a7%d9%86%d9%8a-%d8%a3
2024-01-22,14:30,النجوم,غزل المحلة | يلاكورة,egyptian second division,مباراة النجوم و غزل المحلة | يلاكورة,https://www.yallakora.com/egyptian-second-division/2862/match/93138/%d8%a7%d9%84%d9%86%d8%ac%d9%88%d9%85-%d8%ba%d8%b2%d9%84-%d8%a7%d9%84%d9%85%d8%ad%d9%84%d8%a9-%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d9%82%d8%b3%d9%85-%d8%a7%d9%84%d8%ab%d8%a7%d9%86%d9%8a-%d8%a3
2024-01-22,14:30,النصر للتعدين,أسوان | يلاكورة,egyptian second division,مباراة النصر للتعدين و أسوان | يلاكورة,https://www.yallakora.com/egyptian-second-division/2862/match/93141/%d8%a7%d9%84%d9%86%d8%b5%d8%b1-%d9%84%d9%84%d8%aa%d8%b9%d8%af%d9%8a%d9%86-%d8%a3%d8%b3%d9%88%d8%a7%d9%86-%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d9%82%d8%b3%d9%85-%d8%a7%d9%84%d8%ab%d8%a7%d9%86%d9%8a-%d8%a3
2024-01-22,14:30,بتروجيت,المصرية للاتصالات | يلاكورة,egyptian second division,مباراة بتروجيت و المصرية للاتصالات | يلاكورة,https://www.yallakora.com/egyptian-second-division/2862/match/93137/%d8%a8%d8%aa%d8%b1%d9%88%d8%ac%d9%8a%d8%aa-%d8%a7%d9%84%d9%85%d8%b5%d8%b1%d9%8a%d8%a9-%d9%84%d9%84%d8%a7%d8%aa%d8%b5%d8%a7%d9%84%d8%a7%d8%aa-%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d9%82%d8%b3%d9%85-%d8%a7%d9%84%d8%ab%d8%a7%d9%86%d9%8a-%d8%a3
2024-01-22,14:30,بروكسي,مكادي | يلاكورة,egyptian second division,مباراة بروكسي و مكادي | يلاكورة,https://www.yallakora.com/egyptian-second-division/2862/match/93145/%d8%a8%d8%b1%d9%88%d9%83%d8%b3%d9%8a-%d9%85%d9%83%d8%a7%d8%af%d9%8a-%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d9%82%d8%b3%d9%85-%d8%a7%d9%84%d8%ab%d8%a7%d9%86%d9%8a-%d8%a3
2024-01-22,14:30,دكرنس,حرس الحدود | يلاكورة,egyptian second division,مباراة دكرنس و حرس الحدود | يلاكورة,https://www.yallakora.com/egyptian-second-division/2862/match/93139/%d8%af%d9%83%d8%b1%d9%86%d8%b3-%d8%ad%d8%b1%d8%b3-%d8%a7%d9%84%d8%ad%d8%af%d9%88%d8%af-%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d9%82%d8%b3%d9%85-%d8%a7%d9%84%d8%ab%d8%a7%d9%86%d9%8a-%d8%a3
2024-01-22,14:30,راية الرياضي,مصر المقاصة | يلاكورة,egyptian second division,مباراة راية الرياضي و مصر المقاصة | يلاكورة,https://www.yallakora.com/egyptian-second-division/2862/match/93142/%d8%b1%d8%a7%d9%8a%d8%a9-%d8%a7%d9%84%d8%b1%d9%8a%d8%a7%d8%b6%d9%8a-%d9%85%d8%b5%d8%b1-%d8%a7%d9%84%d9%85%d9%82%d8%a7%d8%b5%d8%a9-%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d9%82%d8%b3%d9%85-%d8%a7%d9%84%d8%ab%d8%a7%d9%86%d9%8a-%d8%a3
2024-01-22,14:30,طنطا‏,لافيينا أف سي | يلاكورة,egyptian second division,مباراة طنطا‏ و لافيينا أف سي | يلاكورة,https://www.yallakora.com/egyptian-second-division/2862/match/93143/%d8%b7%d9%86%d8%b7%d8%a7--%d9%84%d8%a7%d9%81%d9%8a%d9%8a%d9%86%d8%a7-%d8%a3%d9%81-%d8%b3%d9%8a-%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d9%82%d8%b3%d9%85-%d8%a7%d9%84%d8%ab%d8%a7%d9%86%d9%8a-%d8%a3
2024-01-22,14:30,وادي دجلة,بترول أسيوط | يلاكورة,egyptian second division,مباراة وادي دجلة و بترول أسيوط | يلاكورة,https://www.yallakora.com/egyptian-second-division/2862/match/93144/%d9%88%d8%a7%d8%af%d9%8a-%d8%af%d8%ac%d9%84%d8%a9-%d8%a8%d8%aa%d8%b1%d9%88%d9%84-%d8%a3%d8%b3%d9%8a%d9%88%d8%b7-%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d9%82%d8%b3%d9%85-%d8%a7%d9%84%d8%ab%d8%a7%d9%86%d9%8a-%d8%a3
2024-01-23,15:00,الأهلي,الأخدود | يلاكورة,friendly matches club,مباراة الأهلي و الأخدود | يلاكورة,https://www.yallakora.com/friendly-matches-club/2541/match/93126/%d8%a7%d9%84%d8%a3%d9%87%d9%84%d9%8a-%d8%a7%d9%84%d8%a3%d8%ae%d8%af%d9%88%d8%af-%d9%85%d8%a8%d8%a7%d8%b1%d9%8a%d8%a7%d8%aa-%d9%88%d8%af%d9%8a%d8%a9-%d8%a3%d9%86%d8%af%d9%8a%d8%a9
2024-01-24,15:10,الزمالك,ام صلال | يلاكورة,friendly matches club,مباراة الزمالك و ام صلال | يلاكورة,https://www.yallakora.com/friendly-matches-club/2541/match/93123/%d8%a7%d9%84%d8%b2%d9%85%d8%a7%d9%84%d9%83-%d8%a7%d9%85-%d8%b5%d9%84%d8%a7%d9%84-%d9%85%d8%a8%d8%a7%d8%b1%d9%8a%d8%a7%d8%aa-%d9%88%d8%af%d9%8a%d8%a9-%d8%a3%d9%86%d8%af%d9%8a%d8%a9
2024-01-24,18:00,الاتفـــــاق,الوحـــدة | يلاكورة,friendly matches club,مباراة الاتفـــــاق و الوحـــدة | يلاكورة,https://www.yallakora.com/friendly-matches-club/2541/match/93124/%d8%a7%d9%84%d8%a7%d8%aa%d9%81%d9%80%d9%80%d9%80%d9%80%d9%80%d8%a7%d9%82-%d8%a7%d9%84%d9%88%d8%ad%d9%80%d9%80%d9%80%d8%af%d8%a9--%d9%85%d8%a8%d8%a7%d8%b1%d9%8a%d8%a7%d8%aa-%d9%88%d8%af%d9%8a%d8%a9-%d8%a3%d9%86%d8%af%d9%8a%d8%a9
2024-01-26,15:00,الأهلي,حتا | يلاكورة,friendly matches club,مباراة الأهلي و حتا | يلاكورة,https://www.yallakora.com/friendly-matches-club/2541/match/93127/%d8%a7%d9%84%d8%a3%d9%87%d9%84%d9%8a-%d8%ad%d8%aa%d8%a7-%d9%85%d8%a8%d8%a7%d8%b1%d9%8a%d8%a7%d8%aa-%d9%88%d8%af%d9%8a%d8%a9-%d8%a3%d9%86%d8%af%d9%8a%d8%a9
2024-01-26,16:00,الزمالك,الرجاء البيضاوي | يلاكورة,friendly matches club,مباراة الزمالك و الرجاء البيضاوي | يلاكورة,https://www.yallakora.com/friendly-matches-club/2541/match/93328/%d8%a7%d9%84%d8%b2%d9%85%d8%a7%d9%84%d9%83-%d8%a7%d9%84%d8%b1%d8%ac%d8%a7%d8%a1-%d8%a7%d9%84%d8%a8%d9%8a%d8%b6%d8%a7%d9%88%d9%8a-%d9%85%d8%a8%d8%a7%d8%b1%d9%8a%d8%a7%d8%aa-%d9%88%d8%af%d9%8a%d8%a9-%d8%a3%d9%86%d8%af%d9%8a%d8%a9
2024-01-27,16:00,أهلي جدة,ووهان ثري تاونز | يلاكورة,friendly matches club,مباراة أهلي جدة و ووهان ثري تاونز | يلاكورة,https://www.yallakora.com/friendly-matches-club/2541/match/93358/%d8%a3%d9%87%d9%84%d9%8a-%d8%ac%d8%af%d8%a9-%d9%88%d9%88%d9%87%d8%a7%d9%86-%d8%ab%d8%b1%d9%8a-%d8%aa%d8%a7%d9%88%d9%86%d8%b2-%d9%85%d8%a8%d8%a7%d8%b1%d9%8a%d8%a7%d8%aa-%d9%88%d8%af%d9%8a%d8%a9-%d8%a3%d9%86%d8%af%d9%8a%d8%a9
2024-01-28,18:00,الزمالك,أهلي جدة | يلاكورة,friendly matches club,مباراة الزمالك و أهلي جدة | يلاكورة,https://www.yallakora.com/friendly-matches-club/2541/match/93363/%d8%a7%d9%84%d8%b2%d9%85%d8%a7%d9%84%d9%83-%d8%a3%d9%87%d9%84%d9%8a-%d8%ac%d8%af%d8%a9-%d9%85%d8%a8%d8%a7%d8%b1%d9%8a%d8%a7%d8%aa-%d9%88%d8%af%d9%8a%d8%a9-%d8%a3%d9%86%d8%af%d9%8a%d8%a9
2024-01-29,14:30,أبو قير للاسمدة,راية الرياضي | يلاكورة,egyptian second division,مباراة أبو قير للاسمدة و راية الرياضي | يلاكورة,https://www.yallakora.com/egyptian-second-division/2862/match/93165/%d8%a3%d8%a8%d9%88-%d9%82%d9%8a%d8%b1-%d9%84%d9%84%d8%a7%d8%b3%d9%85%d8%af%d8%a9-%d8%b1%d8%a7%d9%8a%d8%a9-%d8%a7%d9%84%d8%b1%d9%8a%d8%a7%d8%b6%d9%8a-%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d9%82%d8%b3%d9%85-%d8%a7%d9%84%d8%ab%d8%a7%d9%86%d9%8a-%d8%a3
2024-01-29,14:30,أسوان,بروكسي | يلاكورة,egyptian second division,مباراة أسوان و بروكسي | يلاكورة,https://www.yallakora.com/egyptian-second-division/2862/match/93160/%d8%a3%d8%b3%d9%88%d8%a7%d9%86-%d8%a8%d8%b1%d9%88%d9%83%d8%b3%d9%8a-%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d9%82%d8%b3%d9%85-%d8%a7%d9%84%d8%ab%d8%a7%d9%86%d9%8a-%d8%a3
2024-01-29,14:30,القناة,النصر للتعدين | يلاكورة,egyptian second division,مباراة القناة و النصر للتعدين | يلاكورة,https://www.yallakora.com/egyptian-second-division/2862/match/93161/%d8%a7%d9%84%d9%82%d9%86%d8%a7%d8%a9-%d8%a7%d9%84%d9%86%d8%b5%d8%b1-%d9%84%d9%84%d8%aa%d8%b9%d8%af%d9%8a%d9%86-%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d9%82%d8%b3%d9%85-%d8%a7%d9%84%d8%ab%d8%a7%d9%86%d9%8a-%d8%a3
2024-01-29,14:30,المصرية للاتصالات,النجوم | يلاكورة,egyptian second division,مباراة المصرية للاتصالات و النجوم | يلاكورة,https://www.yallakora.com/egyptian-second-division/2862/match/93158/%d8%a7%d9%84%d9%85%d8%b5%d8%b1%d9%8a%d8%a9-%d9%84%d9%84%d8%a7%d8%aa%d8%b5%d8%a7%d9%84%d8%a7%d8%aa-%d8%a7%d9%84%d9%86%d8%ac%d9%88%d9%85-%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d9%82%d8%b3%d9%85-%d8%a7%d9%84%d8%ab%d8%a7%d9%86%d9%8a-%d8%a3
2024-01-29,14:30,بترول أسيوط,السكة الحديد مودرن | يلاكورة,egyptian second division,مباراة بترول أسيوط و السكة الحديد مودرن | يلاكورة,https://www.yallakora.com/egyptian-second-division/2862/match/93162/%d8%a8%d8%aa%d8%b1%d9%88%d9%84-%d8%a3%d8%b3%d9%8a%d9%88%d8%b7-%d8%a7%d9%84%d8%b3%d9%83%d8%a9-%d8%a7%d9%84%d8%ad%d8%af%d9%8a%d8%af-%d9%85%d9%88%d8%af%d8%b1%d9%86-%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d9%82%d8%b3%d9%85-%d8%a7%d9%84%d8%ab%d8%a7%d9%86%d9%8a-%d8%a3
2024-01-29,14:30,حرس الحدود,جمهورية شبين | يلاكورة,egyptian second division,مباراة حرس الحدود و جمهورية شبين | يلاكورة,https://www.yallakora.com/egyptian-second-division/2862/match/93156/%d8%ad%d8%b1%d8%b3-%d8%a7%d9%84%d8%ad%d8%af%d9%88%d8%af-%d8%ac%d9%85%d9%87%d9%88%d8%b1%d9%8a%d8%a9-%d8%b4%d8%a8%d9%8a%d9%86-%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d9%82%d8%b3%d9%85-%d8%a7%d9%84%d8%ab%d8%a7%d9%86%d9%8a-%d8%a3
2024-01-29,14:30,غزل المحلة,دكرنس | يلاكورة,egyptian second division,مباراة غزل المحلة و دكرنس | يلاكورة,https://www.yallakora.com/egyptian-second-division/2862/match/93157/%d8%ba%d8%b2%d9%84-%d8%a7%d9%84%d9%85%d8%ad%d9%84%d8%a9-%d8%af%d9%83%d8%b1%d9%86%d8%b3-%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d9%82%d8%b3%d9%85-%d8%a7%d9%84%d8%ab%d8%a7%d9%86%d9%8a-%d8%a3
2024-01-29,14:30,لافيينا أف سي,وادي دجلة | يلاكورة,egyptian second division,مباراة لافيينا أف سي و وادي دجلة | يلاكورة,https://www.yallakora.com/egyptian-second-division/2862/match/93163/%d9%84%d8%a7%d9%81%d9%8a%d9%8a%d9%86%d8%a7-%d8%a3%d9%81-%d8%b3%d9%8a-%d9%88%d8%a7%d8%af%d9%8a-%d8%af%d8%ac%d9%84%d8%a9-%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d9%82%d8%b3%d9%85-%d8%a7%d9%84%d8%ab%d8%a7%d9%86%d9%8a-%d8%a3
2024-01-29,14:30,مصر المقاصة,طنطا‏ | يلاكورة,egyptian second division,مباراة مصر المقاصة و طنطا‏ | يلاكورة,https://www.yallakora.com/egyptian-second-division/2862/match/93164/%d9%85%d8%b5%d8%b1-%d8%a7%d9%84%d9%85%d9%82%d8%a7%d8%b5%d8%a9-%d8%b7%d9%86%d8%b7%d8%a7--%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d9%82%d8%b3%d9%85-%d8%a7%d9%84%d8%ab%d8%a7%d9%86%d9%8a-%d8%a3
2024-01-29,14:30,مكادي,بتروجيت | يلاكورة,egyptian second division,مباراة مكادي و بتروجيت | يلاكورة,https://www.yallakora.com/egyptian-second-division/2862/match/93159/%d9%85%d9%83%d8%a7%d8%af%d9%8a-%d8%a8%d8%aa%d8%b1%d9%88%d8%ac%d9%8a%d8%aa-%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d9%82%d8%b3%d9%85-%d8%a7%d9%84%d8%ab%d8%a7%d9%86%d9%8a-%d8%a3
2024-02-01,20:00,النصر,انتر ميامى | يلاكورة,friendly matches club,مباراة النصر و انتر ميامى | يلاكورة,https://www.yallakora.com/friendly-matches-club/2541/match/93463/%d8%a7%d9%84%d9%86%d8%b5%d8%b1-%d8%a7%d9%86%d8%aa%d8%b1-%d9%85%d9%8a%d8%a7%d9%85%d9%89--%d9%85%d8%a8%d8%a7%d8%b1%d9%8a%d8%a7%d8%aa-%d9%88%d8%af%d9%8a%d8%a9-%d8%a3%d9%86%d8%af%d9%8a%d8%a9
2024-02-08,20:00,الهلال,النصر | يلاكورة,friendly matches club,مباراة الهلال و النصر | يلاكورة,https://www.yallakora.com/friendly-matches-club/2541/match/93464/%d8%a7%d9%84%d9%87%d9%84%d8%a7%d9%84-%d8%a7%d9%84%d9%86%d8%b5%d8%b1-%d9%85%d8%a8%d8%a7%d8%b1%d9%8a%d8%a7%d8%aa-%d9%88%d8%af%d9%8a%d8%a9-%d8%a3%d9%86%d8%af%d9%8a%d8%a9
2024-02-12,15:00,القناة,لافيينا أف سي | يلاكورة,egyptian second division,مباراة القناة و لافيينا أف سي | يلاكورة,https://www.yallakora.com/egyptian-second-division/2862/match/93524/%d8%a7%d9%84%d9%82%d9%86%d8%a7%d8%a9-%d9%84%d8%a7%d9%81%d9%8a%d9%8a%d9%86%d8%a7-%d8%a3%d9%81-%d8%b3%d9%8a-%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d9%82%d8%b3%d9%85-%d8%a7%d9%84%d8%ab%d8%a7%d9%86%d9%8a-%d8%a3
2024-02-12,15:00,بتروجيت,حرس الحدود | يلاكورة,egyptian second division,مباراة بتروجيت و حرس الحدود | يلاكورة,https://www.yallakora.com/egyptian-second-division/2862/match/93523/%d8%a8%d8%aa%d8%b1%d9%88%d8%ac%d9%8a%d8%aa-%d8%ad%d8%b1%d8%b3-%d8%a7%d9%84%d8%ad%d8%af%d9%88%d8%af-%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d9%82%d8%b3%d9%85-%d8%a7%d9%84%d8%ab%d8%a7%d9%86%d9%8a-%d8%a3
2024-02-12,15:00,بروكسي,وادي دجلة | يلاكورة,egyptian second division,مباراة بروكسي و وادي دجلة | يلاكورة,https://www.yallakora.com/egyptian-second-division/2862/match/93521/%d8%a8%d8%b1%d9%88%d9%83%d8%b3%d9%8a-%d9%88%d8%a7%d8%af%d9%8a-%d8%af%d8%ac%d9%84%d8%a9-%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d9%82%d8%b3%d9%85-%d8%a7%d9%84%d8%ab%d8%a7%d9%86%d9%8a-%d8%a3
2024-02-12,15:00,راية الرياضي,السكة الحديد مودرن | يلاكورة,egyptian second division,مباراة راية الرياضي و السكة الحديد مودرن | يلاكورة,https://www.yallakora.com/egyptian-second-division/2862/match/93522/%d8%b1%d8%a7%d9%8a%d8%a9-%d8%a7%d9%84%d8%b1%d9%8a%d8%a7%d8%b6%d9%8a-%d8%a7%d9%84%d8%b3%d9%83%d8%a9-%d8%a7%d9%84%d8%ad%d8%af%d9%8a%d8%af-%d9%85%d9%88%d8%af%d8%b1%d9%86-%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d9%82%d8%b3%d9%85-%d8%a7%d9%84%d8%ab%d8%a7%d9%86%d9%8a-%d8%a3
2024-02-12,17:30,غزل المحلة,طنطا‏ | يلاكورة,egyptian second division,مباراة غزل المحلة و طنطا‏ | يلاكورة,https://www.yallakora.com/egyptian-second-division/2862/match/93525/%d8%ba%d8%b2%d9%84-%d8%a7%d9%84%d9%85%d8%ad%d9%84%d8%a9-%d8%b7%d9%86%d8%b7%d8%a7--%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d9%82%d8%b3%d9%85-%d8%a7%d9%84%d8%ab%d8%a7%d9%86%d9%8a-%d8%a3
2024-02-13,14:30,أسوان,أبو قير للاسمدة | يلاكورة,egyptian second division,مباراة أسوان و أبو قير للاسمدة | يلاكورة,https://www.yallakora.com/egyptian-second-division/2862/match/93613/%d8%a3%d8%b3%d9%88%d8%a7%d9%86-%d8%a3%d8%a8%d9%88-%d9%82%d9%8a%d8%b1-%d9%84%d9%84%d8%a7%d8%b3%d9%85%d8%af%d8%a9-%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d9%82%d8%b3%d9%85-%d8%a7%d9%84%d8%ab%d8%a7%d9%86%d9%8a-%d8%a3
2024-02-13,15:00,المصرية للاتصالات,مصر المقاصة | يلاكورة,egyptian second division,مباراة المصرية للاتصالات و مصر المقاصة | يلاكورة,https://www.yallakora.com/egyptian-second-division/2862/match/93614/%d8%a7%d9%84%d9%85%d8%b5%d8%b1%d9%8a%d8%a9-%d9%84%d9%84%d8%a7%d8%aa%d8%b5%d8%a7%d9%84%d8%a7%d8%aa-%d9%85%d8%b5%d8%b1-%d8%a7%d9%84%d9%85%d9%82%d8%a7%d8%b5%d8%a9-%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d9%82%d8%b3%d9%85-%d8%a7%d9%84%d8%ab%d8%a7%d9%86%d9%8a-%d8%a3
2024-02-13,15:00,النجوم,جمهورية شبين | يلاكورة,egyptian second division,مباراة النجوم و جمهورية شبين | يلاكورة,https://www.yallakora.com/egyptian-second-division/2862/match/93612/%d8%a7%d9%84%d9%86%d8%ac%d9%88%d9%85-%d8%ac%d9%85%d9%87%d9%88%d8%b1%d9%8a%d8%a9-%d8%b4%d8%a8%d9%8a%d9%86-%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d9%82%d8%b3%d9%85-%d8%a7%d9%84%d8%ab%d8%a7%d9%86%d9%8a-%d8%a3
2024-02-13,15:00,النصر للتعدين,دكرنس | يلاكورة,egyptian second division,مباراة النصر للتعدين و دكرنس | يلاكورة,https://www.yallakora.com/egyptian-second-division/2862/match/93615/%d8%a7%d9%84%d9%86%d8%b5%d8%b1-%d9%84%d9%84%d8%aa%d8%b9%d8%af%d9%8a%d9%86-%d8%af%d9%83%d8%b1%d9%86%d8%b3-%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d9%82%d8%b3%d9%85-%d8%a7%d9%84%d8%ab%d8%a7%d9%86%d9%8a-%d8%a3
2024-02-13,15:00,بترول أسيوط,مكادي | يلاكورة,egyptian second division,مباراة بترول أسيوط و مكادي | يلاكورة,https://www.yallakora.com/egyptian-second-division/2862/match/93611/%d8%a8%d8%aa%d8%b1%d9%88%d9%84-%d8%a3%d8%b3%d9%8a%d9%88%d8%b7-%d9%85%d9%83%d8%a7%d8%af%d9%8a-%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d9%82%d8%b3%d9%85-%d8%a7%d9%84%d8%ab%d8%a7%d9%86%d9%8a-%d8%a3
2024-02-17,15:00,السكة الحديد مودرن,بروكسي | يلاكورة,egyptian second division,مباراة السكة الحديد مودرن و بروكسي | يلاكورة,https://www.yallakora.com/egyptian-second-division/2862/match/93616/%d8%a7%d9%84%d8%b3%d9%83%d8%a9-%d8%a7%d9%84%d8%ad%d8%af%d9%8a%d8%af-%d9%85%d9%88%d8%af%d8%b1%d9%86-%d8%a8%d8%b1%d9%88%d9%83%d8%b3%d9%8a-%d8%af%d9%88%d8%b1%d9%8a-%d8%a7%d9%84%d9%82%d8%b3%d9%85-%d8%a7%d9%84%d8%ab%d8%a7%d9%86%d9%8a-%d8%a3
